('lake_04', 15.052837371826172, -18.026147842407227, 0.0)
('lake_03', -21.0, -18.0, 0.0)
('lake_02', -20.999454498291016, 18.026147842407227, 0.0)
('costa_04', -29.15062713623047, -27.267724990844727, 0.32332709431648254)
('costa_01', 30.190446853637695, 27.37493896484375, 0.3285452723503113)
('costa_02', 28.91603660583496, -29.094884872436523, 0.3790353238582611)
('arena_06', 24.801788330078125, 27.48802947998047, 0.08947797864675522)
('arena_01', 23.831424713134766, -26.45693016052246, 0.09355239570140839)
('monte_01', 23.176406860351562, -26.40440559387207, 0.2080051600933075)
('arena_05', -7.5966386795043945, 17.78091812133789, 0.16537274420261383)
('arena_02', 14.891956329345703, -9.046289443969727, 0.1599975824356079)
('arena_03', 14.224721908569336, 10.483226776123047, 0.20883409678936005)
('arena_08', 1.6004390716552734, -0.010287032462656498, 0.12269315868616104)
('arena_07', -11.544082641601562, -2.458977222442627, 0.05634446069598198)
('arena_04', -16.399385452270508, 5.182486057281494, 0.09750138968229294)
('arena_09', -6.145005226135254, -6.473536014556885, 0.06053194776177406)
('monte_02', 15.38308334350586, -7.82475471496582, 0.4605552852153778)
('monte_03', 14.698246955871582, 10.833462715148926, 0.6119225025177002)
('monte_04', -16.175006866455078, 4.604297637939453, 0.3788160979747772)
('costa_03', -30.508140563964844, 29.458316802978516, 0.40477821230888367)
('lake_01', 15.052837371826172, 18.026147842407227, 0.0)
